order_id,customer_id,order_date,status,total_amount,discount_pct
O0001399,C00237,03/05/2022,completed,1461.56,5.0
O0000041,C00391,18/08/2023,pending,742.0,5.0
O0001917,C00494,12/05/2023,cancelled,447.66,10.0
O0001565,C00255,2022-04-13,cancelled,2160.02,10.0
O0001452,C00100,2023-09-25,completed,1198.87,10.0
O0000901,C00079,2022-01-18,refunded,915.35,20.0
O0000659,C00308,2023-04-08,shipped,327.52,5.0
O0000300,C00219,2023-06-12,shipped,2028.19,0.0
O0001131,C00476,2023-05-26,completed,266.47,0.0
O0001392,C00002,25/07/2022,completed,905.43,5.0
O0000020,C00077,2024-03-31,pending,176.21,20.0
O0000621,C00385,2022-06-29,cancelled,1516.59,15.0
O0000730,,2023-09-29,pending,653.6,10.0
O0000533,C00007,2023-04-13,shipped,688.8,0.0
O0000951,C00180,2023-08-22,shipped,510.04,20.0
O0000421,C00487,19/01/2023,completed,287.48,15.0
O0000223,C00168,2022-12-01,cancelled,2374.26,5.0
O0001428,C00163,25/12/2022,cancelled,14.94,0.0
O0001647,C00426,2022-10-13,refunded,1752.18,0.0
O0001612,C00399,2022-04-18,cancelled,1854.44,0.0
O0000645,C00077,2023-11-14,refunded,2481.67,25.0
O0000557,C00421,2022-12-25,completed,1048.89,5.0
O0001720,C00336,2024-05-27,completed,2005.05,5.0
O0001559,C00044,2023-11-11,completed,874.75,10.0
O0001539,C00186,2023-08-14,pending,263.67,0.0
O0000044,C00150,2022-06-29,refunded,2058.55,25.0
O0001991,C00255,24/07/2022,cancelled,744.51,0.0
O0000443,C00184,2022-02-26,cancelled,1286.83,15.0
O0000973,C00483,2024-05-26,refunded,-8.18,5.0
O0000745,C00102,2022-09-02,cancelled,1746.75,15.0
O0000287,C00324,21/06/2024,cancelled,689.23,
O0001271,C00051,14/04/2022,shipped,1788.52,0.0
O0000543,,2022-04-09,completed,1789.44,0.0
O0000154,C00116,2023-10-16,refunded,,10.0
O0000895,C00143,2023-07-05,pending,349.58,20.0
O0000980,C00408,2023-08-17,pending,820.57,0.0
O0001217,C00461,17/04/2023,cancelled,192.26,0.0
O0001926,C00224,2022-12-25,completed,1776.31,10.0
O0001014,C00370,2023-05-31,cancelled,-1306.75,10.0
O0000949,C00471,24/08/2023,cancelled,1298.71,10.0
O0001864,C00263,2023-07-07,cancelled,-2155.07,0.0
O0001057,C00002,2022-06-08,shipped,91.61,25.0
O0000186,C00379,15/02/2023,pending,1164.18,0.0
O0000150,C00366,2023-11-16,shipped,1551.19,25.0
O0001993,,26/02/2022,shipped,401.21,0.0
O0001980,C00290,2022-07-09,shipped,285.35,20.0
O0001127,C00378,2022-03-25,shipped,1256.74,0.0
O0001869,C00339,2022-10-18,pending,211.34,0.0
O0000493,C00463,2022-01-29,shipped,85.66,10.0
O0000447,C00137,2022-12-10,completed,680.49,25.0
O0001538,C00040,03/09/2022,completed,2449.14,0.0
O0001496,C00195,2023-12-26,shipped,496.78,
O0001964,C00200,2023-07-02,cancelled,2187.64,10.0
O0000877,C00280,2024-05-15,completed,1193.62,0.0
O0000084,C00369,2022-10-20,refunded,-615.34,0.0
O0000187,C00076,19/06/2024,cancelled,225.53,20.0
O0001442,C00063,2022-10-16,cancelled,290.91,0.0
O0001054,C00250,2023-03-04,shipped,2196.48,5.0
O0001451,C00232,25/03/2024,refunded,1314.52,0.0
O0001870,C00031,2023-10-13,pending,1009.7,20.0
O0001405,C00013,27/04/2022,pending,339.6,20.0
O0001667,C00188,2022-09-11,refunded,-1709.4,5.0
O0001191,C00481,2023-08-18,completed,1674.59,0.0
O0000429,C00088,2022-04-23,completed,2135.95,0.0
O0000482,C00115,20/02/2022,pending,1718.81,
O0000010,C00004,22/10/2023,pending,2157.06,0.0
O0000823,C00384,28/12/2023,shipped,980.44,10.0
O0001545,C00449,2024-06-17,shipped,1905.18,
O0001553,C00053,2023-11-29,pending,2291.77,0.0
O0001188,C00335,2022-01-11,refunded,945.79,
O0001618,C00255,2022-10-13,completed,1881.24,15.0
O0001568,,2023-06-10,cancelled,2316.39,0.0
O0001865,C00292,18/05/2023,pending,819.65,0.0
O0001616,C00398,2022-10-25,completed,1485.02,0.0
O0001076,C00316,16/01/2024,shipped,2489.09,5.0
O0001443,C00036,2023-07-09,pending,231.5,15.0
O0001490,C00080,2024-04-19,refunded,820.56,20.0
O0001810,C00371,2022-03-10,cancelled,261.57,10.0
O0001462,C00163,2024-04-27,cancelled,2190.56,25.0
O0001078,C00072,2022-12-10,completed,732.63,5.0
O0001942,C00184,12/06/2023,cancelled,1068.22,25.0
O0001152,C00278,23/07/2023,shipped,314.21,10.0
O0001637,C00448,2024-02-05,pending,1674.57,25.0
O0000882,C00064,2023-11-06,shipped,343.43,10.0
O0001764,C00268,2022-05-31,pending,131.22,0.0
O0000805,C00171,12/03/2023,completed,325.93,0.0
O0001814,C00120,2023-09-08,completed,,20.0
O0000544,C00151,2023-01-11,pending,,0.0
O0001126,C00076,23/05/2024,cancelled,160.99,0.0
O0001994,C00136,2023-09-03,refunded,955.97,20.0
O0000924,C00039,2023-01-23,pending,2328.27,20.0
O0001082,C00124,26/04/2023,shipped,1794.43,0.0
O0000705,C00251,2024-05-19,completed,1548.93,0.0
O0000923,C00119,02/07/2022,cancelled,2125.05,15.0
O0001226,C00256,2022-11-29,pending,1393.74,25.0
O0000094,C00385,2024-05-13,pending,818.78,15.0
O0000065,C00158,2022-07-17,cancelled,1718.69,5.0
O0000986,C00147,2022-02-10,completed,881.61,20.0
O0000667,C00018,2024-06-28,completed,1283.98,25.0
O0001218,C00042,2023-11-27,cancelled,2388.78,0.0
O0000216,C00360,15/03/2022,refunded,-598.1,5.0
O0000722,C00285,2022-06-05,shipped,2101.46,0.0
O0001278,C00435,2024-03-13,refunded,5.31,20.0
O0000580,C00037,2023-03-12,shipped,1864.66,0.0
O0001939,C00118,13/06/2023,pending,173.17,25.0
O0000603,C00059,2022-06-14,cancelled,1202.21,20.0
O0000027,C00191,2023-04-06,refunded,268.85,5.0
O0000440,C00260,2022-08-10,refunded,2198.67,5.0
O0001601,C00465,2022-06-08,shipped,1428.69,15.0
O0001600,C00331,04/04/2023,refunded,2071.41,5.0
O0000356,C00376,2023-11-18,refunded,296.18,20.0
O0001349,C00401,2022-01-24,refunded,1006.09,25.0
O0000237,C00333,2023-04-23,completed,,0.0
O0001133,C00201,2024-01-27,refunded,1521.05,
O0000341,C00134,04/10/2023,refunded,1490.77,5.0
O0000693,,2024-05-10,shipped,336.69,0.0
O0000587,C00146,22/11/2022,refunded,1443.09,10.0
O0001850,C00123,13/03/2024,pending,743.91,0.0
O0000819,C00262,2024-02-26,completed,1940.62,5.0
O0001260,C00290,2023-12-30,refunded,386.4,0.0
O0001471,C00121,2022-08-06,shipped,1459.85,0.0
O0000291,C00486,2023-10-27,pending,532.29,0.0
O0001765,C00048,2023-02-23,shipped,507.95,5.0
O0000239,C00173,2023-07-12,shipped,1636.7,0.0
O0000400,C00148,2022-02-20,shipped,1991.39,0.0
O0000332,C00495,2022-12-21,completed,693.03,0.0
O0000617,C00046,2022-12-07,refunded,19.07,
O0000457,,2023-03-01,cancelled,1868.41,0.0
O0001677,C00185,15/08/2023,cancelled,75.66,0.0
O0001941,C00271,2022-09-30,pending,1714.74,0.0
O0001225,C00058,24/10/2022,refunded,425.01,15.0
O0000983,C00334,2022-04-23,shipped,2199.42,20.0
O0000676,C00400,02/05/2024,cancelled,1172.64,25.0
O0000736,C00343,2023-06-08,shipped,1561.67,0.0
O0001209,C00088,2024-03-26,shipped,901.21,5.0
O0000526,C00383,2024-06-22,pending,291.99,5.0
O0001662,C00307,2022-02-25,shipped,1532.65,20.0
O0000496,C00482,2024-01-16,refunded,883.45,15.0
O0000001,C00224,2023-11-19,shipped,2173.29,0.0
O0001925,C00156,2022-07-13,pending,854.5,15.0
O0000726,C00487,26/07/2022,refunded,2461.81,0.0
O0000146,C00451,2024-06-15,cancelled,,0.0
O0000762,C00402,2022-06-06,refunded,1214.12,25.0
O0000252,C00484,2022-01-07,refunded,1540.71,0.0
O0000853,C00014,25/04/2023,refunded,1657.1,0.0
O0001634,C00124,19/07/2023,completed,2249.59,25.0
O0000650,,2024-05-17,pending,535.92,10.0
O0001411,C00029,2022-02-25,completed,2318.65,25.0
O0001274,C00080,2022-07-27,shipped,1991.6,0.0
O0001814,C00120,2023-09-08,completed,,20.0
O0000363,C00125,2022-04-24,refunded,1792.5,
O0001328,C00495,24/03/2024,completed,1770.81,0.0
O0001942,C00184,12/06/2023,cancelled,1068.22,25.0
O0001615,C00181,09/06/2024,refunded,103.27,0.0
O0001276,,2022-07-16,pending,1494.16,10.0
O0000336,C00310,2022-08-05,cancelled,573.33,0.0
O0000999,C00050,2024-03-20,completed,942.84,25.0
O0000458,C00322,2024-03-10,cancelled,2481.18,0.0
O0001031,C00111,29/05/2022,pending,2298.33,15.0
O0000755,C00381,2023-11-17,completed,1730.92,25.0
O0000462,C00431,2022-01-14,pending,1246.41,0.0
O0001986,C00328,2022-02-17,pending,1240.2,15.0
O0000828,,2023-12-09,pending,1960.06,0.0
O0001348,C00340,09/06/2024,completed,378.14,5.0
O0001353,C00383,2024-02-25,pending,880.75,20.0
O0000327,C00300,2022-05-17,completed,1508.65,20.0
O0001947,C00097,2022-03-10,shipped,1964.78,0.0
O0000323,C00215,2022-05-05,pending,508.21,0.0
O0001389,C00411,07/07/2022,pending,1983.7,
O0001026,C00007,2023-12-01,cancelled,997.19,5.0
O0001992,C00233,21/01/2024,refunded,776.51,0.0
O0000886,C00346,2022-11-13,completed,1716.73,15.0
O0001383,C00493,2022-03-02,pending,654.57,0.0
O0001233,C00435,2022-03-17,completed,1292.4,20.0
O0001730,C00237,2023-07-11,shipped,384.11,25.0
O0000471,,2022-04-24,completed,2485.26,0.0
O0000872,C00004,2022-09-27,completed,77.26,10.0
O0000775,C00113,2023-08-19,shipped,977.36,0.0
O0001788,C00419,2024-04-01,cancelled,1596.54,0.0
O0001270,,2022-08-03,cancelled,1628.14,5.0
O0000710,C00254,29/06/2023,cancelled,2332.12,25.0
O0000622,C00477,2023-06-03,shipped,1760.45,25.0
O0001393,C00236,2022-04-16,refunded,2010.7,0.0
O0001971,C00242,2022-07-28,shipped,-1065.83,15.0
O0001479,C00145,24/12/2023,cancelled,2312.81,0.0
O0001173,C00171,2022-11-05,pending,1057.72,10.0
O0001182,C00025,28/03/2022,shipped,1483.38,0.0
O0001423,C00439,31/03/2022,completed,1993.78,5.0
O0000590,C00499,16/10/2022,cancelled,1496.38,0.0
O0000465,C00313,2023-08-31,refunded,111.6,5.0
O0001453,C00175,2023-09-26,shipped,2297.98,5.0
O0000992,C00391,2023-08-17,completed,1056.02,10.0
O0001563,C00367,2022-06-24,completed,696.85,0.0
O0001454,C00235,2022-12-20,completed,980.0,15.0
O0000852,C00397,02/03/2023,completed,297.96,0.0
O0000552,C00294,25/08/2023,pending,1486.5,0.0
O0001439,C00125,2023-01-31,pending,406.59,
O0001130,C00085,08/12/2023,completed,653.08,0.0
O0000640,C00264,19/04/2022,cancelled,1375.78,
O0000912,C00312,2023-09-07,refunded,148.06,10.0
O0000900,C00192,2024-06-07,cancelled,507.28,0.0
O0000709,C00070,15/07/2022,shipped,540.97,0.0
O0001455,C00475,2022-02-19,shipped,1032.18,
O0001588,C00362,2023-12-29,refunded,1855.7,20.0
O0000355,C00372,2024-01-23,shipped,415.94,20.0
O0000753,C00034,2022-11-15,shipped,1858.44,0.0
O0001269,,10/04/2024,cancelled,1595.86,
O0001807,C00157,2022-07-21,cancelled,987.8,5.0
O0000427,C00420,2024-03-01,refunded,437.41,0.0
O0001789,C00147,2022-02-17,pending,,20.0
O0000970,C00295,2022-07-15,pending,2314.6,15.0
O0001330,C00392,2022-05-15,cancelled,1913.92,0.0
O0000059,C00400,15/06/2022,pending,1768.21,20.0
O0001332,C00483,2023-05-23,cancelled,452.35,0.0
O0000498,C00178,2023-07-16,pending,2083.93,0.0
O0000255,C00364,2022-01-12,completed,1386.02,15.0
O0001528,C00416,2022-10-11,pending,1915.42,25.0
O0001295,C00152,06/05/2024,completed,1302.51,15.0
O0000727,C00302,11/07/2022,cancelled,196.89,20.0
O0000670,C00494,16/01/2023,pending,2369.51,20.0
O0001668,C00472,2022-07-17,shipped,376.69,0.0
O0000608,C00422,15/02/2024,refunded,1129.1,5.0
O0001059,C00199,2022-11-26,refunded,1804.89,20.0
O0000915,C00495,2024-01-08,refunded,818.62,0.0
O0001619,C00446,01/02/2023,cancelled,6.72,15.0
O0000033,C00474,2024-01-26,cancelled,1552.27,0.0
O0000273,,2023-05-21,refunded,2106.39,15.0
O0001048,C00164,2022-08-30,cancelled,1813.46,0.0
O0000981,C00408,2022-10-25,completed,31.21,10.0
O0001985,C00273,2023-12-22,pending,2017.64,20.0
O0000229,C00108,23/06/2023,cancelled,1718.45,15.0
O0001646,C00493,2024-04-26,completed,551.15,10.0
O0001962,C00086,2023-04-07,refunded,989.86,20.0
O0000473,C00159,2022-08-31,shipped,1082.46,
O0001082,C00124,26/04/2023,shipped,1794.43,0.0
O0001433,C00387,2022-01-17,shipped,1541.28,20.0
O0000180,C00270,2022-02-25,refunded,831.54,15.0
O0000279,C00499,13/03/2023,shipped,2141.21,5.0
O0000779,C00007,26/05/2022,refunded,-1393.87,20.0
O0001794,C00176,2023-07-29,pending,1558.29,5.0
O0000761,C00365,2024-01-06,refunded,1316.02,0.0
O0001561,C00326,28/11/2022,refunded,2318.91,25.0
O0000375,C00418,2022-12-02,completed,823.06,5.0
O0000485,C00133,2023-07-12,refunded,1934.38,15.0
O0000502,C00196,2023-12-03,completed,976.92,10.0
O0001831,C00237,06/02/2023,refunded,,0.0
O0001562,C00450,11/12/2022,refunded,1403.8,20.0
O0001037,C00225,2022-11-03,pending,2024.63,5.0
O0000459,C00011,2022-08-07,shipped,1640.74,10.0
O0001573,C00467,2022-08-13,refunded,1495.95,0.0
O0001666,C00363,10/05/2023,shipped,1609.48,0.0
O0001044,C00113,2022-10-03,shipped,2399.12,5.0
O0001066,C00481,22/04/2023,completed,370.72,0.0
O0001282,C00487,2023-01-01,completed,2346.9,
O0001308,C00192,02/02/2023,shipped,2337.79,20.0
O0000038,C00230,2023-08-20,cancelled,44.43,20.0
O0001735,C00428,18/10/2023,shipped,232.69,0.0
O0001360,,2023-01-03,cancelled,2409.97,0.0
O0000679,C00155,17/10/2022,completed,282.91,10.0
O0001674,C00268,2022-07-25,completed,1701.3,10.0
O0001187,C00365,2023-01-27,cancelled,177.85,0.0
O0001029,C00162,2022-11-10,shipped,1652.94,0.0
O0001652,C00165,30/03/2022,cancelled,1468.56,20.0
O0000338,C00291,2022-01-29,shipped,1568.5,20.0
O0001204,C00181,09/11/2022,shipped,961.13,5.0
O0000158,C00190,2024-02-03,completed,-126.56,0.0
O0000278,C00383,2022-09-20,shipped,1314.68,0.0
O0001067,C00028,2022-04-03,cancelled,1488.3,10.0
O0000082,,29/06/2024,completed,406.81,10.0
O0000611,C00015,2024-06-29,refunded,2022.75,25.0
O0000165,C00200,2024-04-13,pending,979.16,0.0
O0000351,C00115,2023-02-17,cancelled,2460.86,0.0
O0000660,C00239,17/05/2023,shipped,1332.21,0.0
O0000257,C00295,21/01/2024,refunded,1548.26,10.0
O0000625,C00379,2023-05-28,shipped,804.35,0.0
O0000061,C00267,2024-02-02,cancelled,2205.78,15.0
O0001117,C00444,02/11/2023,cancelled,1672.14,0.0
O0001800,C00070,2023-08-31,shipped,1849.83,10.0
O0001536,C00017,21/01/2023,cancelled,1536.51,20.0
O0000829,C00284,06/08/2022,cancelled,801.99,25.0
O0001796,C00164,2022-01-19,cancelled,1400.14,20.0
O0001798,C00406,2024-02-01,shipped,740.37,5.0
O0001429,C00166,2022-05-26,pending,611.94,0.0
O0000859,C00055,2023-03-28,completed,792.59,25.0
O0001180,C00021,2022-04-18,shipped,1303.31,15.0
O0000766,C00183,2023-02-12,shipped,156.85,20.0
O0000989,C00204,2022-03-22,pending,673.98,
O0001738,C00263,2022-08-24,pending,1980.88,0.0
O0001289,C00355,20/01/2023,pending,700.08,0.0
O0001620,C00215,09/05/2023,pending,786.74,20.0
O0000791,C00193,2024-03-04,refunded,197.08,15.0
O0000135,C00350,2023-04-04,pending,1989.84,5.0
O0000295,C00254,10/04/2022,completed,2124.41,0.0
O0000093,C00166,2022-03-14,cancelled,735.88,15.0
O0000452,C00103,2022-10-11,pending,1964.09,0.0
O0000643,C00454,21/06/2023,completed,1913.64,10.0
O0000516,C00493,2022-10-18,cancelled,1504.8,0.0
O0000029,C00496,19/05/2023,shipped,2049.53,15.0
O0001676,C00429,2023-07-31,cancelled,426.21,0.0
O0000885,C00358,2023-07-29,shipped,1002.08,0.0
O0001363,C00041,2023-03-02,completed,2481.07,5.0
O0001045,C00494,2023-03-29,shipped,596.7,10.0
O0001673,C00163,2023-07-05,refunded,1547.44,0.0
O0001689,C00095,07/03/2022,pending,1454.19,10.0
O0000160,C00069,28/10/2022,pending,1202.8,20.0
O0001672,C00068,2022-02-02,completed,-867.2,0.0
O0001515,C00486,2022-02-14,refunded,1339.52,0.0
O0000706,C00349,2023-01-10,cancelled,2251.7,0.0
O0001463,C00036,26/07/2022,pending,2050.71,5.0
O0000461,C00254,2023-02-22,completed,1078.42,0.0
O0000109,C00286,2024-02-08,cancelled,1943.38,0.0
O0000764,C00111,2023-10-21,completed,1025.81,10.0
O0000468,C00190,15/12/2023,completed,1901.37,15.0
O0001034,C00085,2023-09-21,pending,1298.69,5.0
O0001715,C00342,27/08/2022,refunded,1810.31,5.0
O0000714,C00408,2024-02-04,completed,2258.22,25.0
O0000817,C00081,2022-06-11,pending,323.9,10.0
O0000570,C00385,2023-06-08,completed,42.36,15.0
O0000357,C00349,2023-07-22,cancelled,1081.97,0.0
O0000499,C00494,2023-08-16,cancelled,1208.07,0.0
O0000289,C00154,2024-01-19,shipped,1225.63,20.0
O0001625,,05/06/2022,completed,915.66,0.0
O0000582,C00304,2023-11-16,pending,1053.21,0.0
O0001053,C00351,14/03/2023,shipped,2187.67,0.0
O0001769,C00247,2023-03-13,shipped,1093.11,15.0
O0001313,C00145,2023-07-04,pending,1377.58,0.0
O0001589,C00434,26/11/2022,cancelled,2232.94,15.0
O0000594,,2022-12-14,cancelled,72.2,25.0
O0000047,C00357,15/10/2023,refunded,1439.3,25.0
O0000414,C00054,2024-06-13,cancelled,2127.47,5.0
O0000011,C00368,2022-08-02,completed,1068.48,10.0
O0000814,C00254,2023-02-13,cancelled,2166.58,0.0
O0001087,C00170,2022-07-18,shipped,2408.14,0.0
O0001099,C00080,2022-07-16,pending,2340.09,10.0
O0000653,,2022-05-27,completed,2367.92,0.0
O0001759,C00429,2022-04-12,shipped,1254.63,
O0001940,C00341,2023-03-25,completed,981.4,
O0001815,C00332,2023-04-17,pending,-861.66,0.0
O0001598,C00131,2023-08-24,cancelled,2121.44,10.0
O0001282,C00487,2023-01-01,completed,2346.9,
O0001891,,30/05/2023,cancelled,1450.26,20.0
O0001183,C00238,2023-09-30,cancelled,2145.64,0.0
O0001873,C00092,2022-11-23,shipped,1587.53,0.0
O0001707,C00161,2022-01-02,pending,222.63,20.0
O0001556,C00155,2024-04-15,refunded,1649.42,15.0
O0001890,C00418,2022-05-17,shipped,1853.43,25.0
O0000807,C00231,2024-01-02,cancelled,1821.25,25.0
O0001537,C00256,2023-04-16,completed,2495.38,10.0
O0000861,C00345,2023-04-21,completed,1177.69,0.0
O0000270,C00178,24/06/2023,pending,470.93,0.0
O0000792,C00433,2023-05-04,shipped,750.9,5.0
O0001407,C00290,10/07/2023,refunded,1355.81,0.0
O0001597,C00400,2023-01-07,completed,255.25,25.0
O0000386,C00266,2023-08-23,pending,2261.37,5.0
O0001685,C00279,2022-03-12,pending,1332.94,0.0
O0000586,C00191,19/04/2022,refunded,1793.73,10.0
O0000238,C00200,2023-05-04,pending,2405.23,0.0
O0001246,C00303,2022-06-06,shipped,2293.68,0.0
O0000040,C00177,2022-01-04,completed,839.23,5.0
O0001861,C00299,2023-07-27,completed,2489.47,25.0
O0000348,C00484,2022-05-25,shipped,567.68,0.0
O0000683,C00462,2023-07-01,shipped,1639.06,0.0
O0001111,C00172,2022-07-29,pending,504.88,25.0
O0001102,C00098,2023-08-22,refunded,487.76,25.0
O0001736,C00486,11/12/2022,completed,1140.94,25.0
O0001139,C00061,2024-03-29,cancelled,1494.56,0.0
O0001763,C00217,2023-01-06,refunded,925.98,15.0
O0001714,C00183,03/03/2023,refunded,194.46,0.0
O0000513,C00192,2023-05-20,pending,2203.51,15.0
O0000506,C00021,2024-05-17,pending,1731.19,15.0
O0000523,C00005,2023-09-15,cancelled,741.81,0.0
O0000456,C00277,2023-04-27,refunded,664.03,20.0
O0001729,C00004,2022-12-25,cancelled,1013.14,5.0
O0001493,C00056,14/02/2022,refunded,1985.95,0.0
O0000675,C00238,2022-05-13,shipped,1930.16,10.0
O0001163,C00081,2023-02-07,completed,2082.13,25.0
O0000013,C00031,2022-11-30,shipped,1158.26,0.0
O0000831,C00134,2023-07-20,refunded,1081.1,0.0
O0000086,C00094,15/05/2022,cancelled,1297.11,0.0
O0000157,C00264,2023-04-20,refunded,278.59,5.0
O0000198,C00258,2022-08-04,refunded,1062.92,5.0
O0000054,,2024-01-17,shipped,986.29,10.0
O0000758,C00328,01/01/2024,shipped,483.47,10.0
O0000754,C00432,2023-09-06,completed,11.01,5.0
O0000151,C00397,2023-05-19,cancelled,1383.92,25.0
O0000701,C00500,2022-08-27,completed,1357.16,20.0
O0000254,C00104,2023-02-10,pending,1334.94,15.0
O0000963,C00396,2022-06-13,cancelled,1808.32,0.0
O0000206,C00407,2024-02-28,refunded,992.8,10.0
O0001238,C00314,09/09/2022,pending,1298.9,10.0
O0000743,C00422,2023-08-04,refunded,1074.44,10.0
O0000285,C00073,2022-11-20,cancelled,2450.13,0.0
O0001444,C00378,2023-04-03,completed,659.99,25.0
O0000746,C00307,2024-04-21,pending,2234.87,10.0
O0001345,C00270,09/04/2022,refunded,,0.0
O0000883,C00257,2022-02-16,completed,1561.54,10.0
O0001460,C00008,2022-02-22,refunded,-2020.98,5.0
O0000690,C00128,2022-12-12,refunded,1734.38,0.0
O0001275,C00319,07/02/2024,shipped,723.66,0.0
O0000825,C00013,2022-03-03,cancelled,230.38,15.0
O0001882,C00483,18/01/2022,refunded,2447.06,10.0
O0000898,C00128,2022-08-14,cancelled,2355.74,15.0
O0000774,C00158,2024-05-17,cancelled,1641.04,15.0
O0000153,C00396,2022-07-10,cancelled,-1472.73,10.0
O0001435,C00425,19/05/2023,shipped,2149.99,10.0
O0000207,C00245,18/07/2022,pending,868.27,10.0
O0001977,C00376,2024-03-23,shipped,2401.6,0.0
O0000902,C00473,2024-05-30,refunded,2497.65,0.0
O0000192,C00066,15/01/2022,completed,784.41,0.0
O0000734,C00152,20/05/2023,pending,1925.63,0.0
O0000940,C00059,16/04/2023,shipped,540.05,25.0
O0000242,C00342,2022-07-06,refunded,269.01,20.0
O0000217,C00323,2023-10-15,cancelled,2130.41,0.0
O0001317,C00133,2024-04-29,completed,262.07,0.0
O0000369,,08/12/2022,pending,735.65,10.0
O0001052,C00337,2023-03-31,cancelled,2036.47,10.0
O0000108,C00313,20/09/2023,shipped,1069.86,0.0
O0000037,C00408,2023-07-17,pending,1868.1,5.0
O0000559,C00071,2022-01-14,completed,1982.32,
O0001775,C00308,2022-10-14,refunded,1737.03,0.0
O0000771,C00227,2024-03-14,pending,1908.87,20.0
O0001249,,2023-10-04,shipped,783.55,5.0
O0000813,C00051,2023-05-30,cancelled,261.74,20.0
O0001681,C00332,28/01/2023,completed,1512.94,20.0
O0000289,C00154,2024-01-19,shipped,1225.63,20.0
O0001907,C00437,2023-02-26,shipped,1555.83,5.0
O0001502,C00477,2023-02-15,refunded,1863.12,0.0
O0001722,C00038,2024-05-25,refunded,480.13,15.0
O0001122,C00058,2023-12-24,completed,1253.86,5.0
O0000337,C00112,25/05/2022,pending,1218.46,0.0
O0000748,C00250,2022-12-23,shipped,989.67,20.0
O0001179,C00495,2023-10-29,shipped,2050.27,20.0
O0000489,C00264,06/10/2023,refunded,931.9,10.0
O0001626,C00026,03/03/2022,completed,1553.25,20.0
O0001359,C00025,2022-04-10,refunded,749.7,0.0
O0001721,C00454,11/04/2022,pending,655.31,0.0
O0001708,C00215,13/12/2022,refunded,1591.03,
O0001186,C00363,2023-07-21,pending,1673.65,0.0
O0000354,C00008,2023-09-21,refunded,2070.67,0.0
O0000060,C00431,2022-11-25,refunded,519.65,0.0
O0000365,C00171,2022-02-19,pending,61.52,10.0
O0000634,C00100,2023-08-09,cancelled,334.7,0.0
O0001914,,12/02/2024,completed,1543.79,25.0
O0001373,C00254,2024-03-13,completed,-1905.03,
O0001447,C00435,2022-04-14,pending,1801.85,0.0
O0001380,C00097,19/07/2023,cancelled,2358.91,0.0
O0001927,C00092,2024-04-25,completed,1070.29,5.0
O0001767,C00311,2024-03-27,completed,2043.05,0.0
O0000015,C00057,2022-02-13,completed,2468.03,0.0
O0001181,C00494,2022-03-28,cancelled,2107.5,15.0
O0000697,C00463,09/03/2024,completed,179.31,0.0
O0000962,C00121,23/02/2023,cancelled,362.02,0.0
O0001966,C00323,2023-09-06,refunded,358.55,10.0
O0001106,C00338,08/04/2022,refunded,1631.69,0.0
O0000815,C00240,2023-10-24,refunded,1542.05,20.0
O0001023,C00115,2022-02-12,pending,1192.09,0.0
O0001758,C00104,2022-05-13,shipped,650.48,20.0
O0000282,C00367,2022-03-19,completed,1934.58,10.0
O0001092,C00092,2024-01-02,pending,2198.79,0.0
O0001660,C00426,2024-01-02,shipped,1385.95,15.0
O0001021,C00314,15/09/2022,pending,747.81,25.0
O0001046,C00394,2024-06-20,completed,1592.1,25.0
O0001281,C00241,2022-08-24,completed,1275.74,0.0
O0000155,C00485,2023-10-17,cancelled,1243.91,0.0
O0001507,C00094,2023-06-11,shipped,2158.84,15.0
O0000143,C00438,2023-04-06,cancelled,1648.82,0.0
O0001818,C00263,2023-08-24,completed,2324.76,10.0
O0000784,C00407,12/04/2022,cancelled,284.91,0.0
O0000236,C00165,2023-02-04,completed,-1454.27,0.0
O0001013,C00013,30/03/2023,completed,-591.76,0.0
O0001884,C00091,2024-04-19,pending,1565.25,5.0
O0000477,,24/06/2022,shipped,1433.9,20.0
O0000026,C00018,21/10/2023,pending,923.74,0.0
O0001477,C00286,2023-04-01,cancelled,,0.0
O0000441,C00170,2022-05-01,shipped,1930.95,25.0
O0000408,C00066,2024-05-19,refunded,861.13,0.0
O0001177,C00469,2023-01-04,pending,2170.24,20.0
O0001109,C00347,2024-02-25,completed,1200.19,
O0000055,C00280,09/10/2023,cancelled,2231.75,15.0
O0000381,C00487,13/11/2022,completed,865.84,25.0
O0001732,C00282,2022-09-27,shipped,77.98,20.0
O0000873,C00199,2023-07-23,refunded,607.99,20.0
O0000246,C00235,2023-10-30,refunded,172.57,20.0
O0000387,C00208,2023-08-11,cancelled,359.75,25.0
O0000863,C00454,29/05/2022,pending,432.11,0.0
O0001868,C00162,2024-03-07,refunded,1940.4,25.0
O0001841,C00350,2023-08-30,refunded,-679.72,20.0
O0000476,C00212,2022-01-12,shipped,2028.13,0.0
O0000512,C00284,2022-11-14,refunded,1302.53,0.0
O0001469,C00457,2022-12-11,completed,920.82,0.0
O0000050,C00092,2023-03-24,pending,2238.43,5.0
O0001365,C00055,27/06/2023,shipped,466.42,20.0
O0001258,C00252,2022-07-23,completed,676.11,0.0
O0001746,C00324,2022-06-17,cancelled,2459.88,5.0
O0000190,C00179,2023-04-24,shipped,2400.76,15.0
O0001216,C00251,20/02/2024,refunded,364.77,5.0
O0000772,C00359,2023-11-28,shipped,807.13,0.0
