item_id,order_id,product_id,quantity,unit_price,category
I000002297,O0000780,P0310,7,17.54,home_garden
I000000217,O0000077,P0066,9,447.61,food_drink
I000003702,O0001259,P0061,1,68.97,sports
I000001092,O0000374,P0345,1,211.42,home_garden
I000001112,O0000379,P0432,2,24.53,toys
I000005471,O0001845,P0015,6,398.63,toys
I000005601,O0001887,P0204,6,303.24,beauty
I000001890,O0000640,P0401,2,174.6,food_drink
I000004930,O0001669,P0246,5,66.91,clothing
I000003890,O0001327,P0371,1,189.36,toys
I000005245,O0001775,P0216,3,11.01,clothing
I000004960,O0001682,P0061,3,74.74,beauty
I000002861,O0000962,P0350,1,486.5,clothing
I000004649,O0001580,P0010,3,493.3,toys
I000003733,O0001269,P0007,3,113.35,home_garden
I000003885,O0001325,P0155,5,168.02,sports
I000005510,O0001858,P0194,1,364.15,clothing
I000004794,O0001627,P0013,2,277.25,food_drink
I000003617,O0001229,P0030,3,34.99,beauty
I000000191,O0000068,P0351,4,159.51,sports
I000000850,O0000293,P0418,2,499.99,beauty
I000001099,O0000375,P0043,5,437.58,home_garden
I000004196,O0001434,P0306,5,65.32,food_drink
I000005730,O0001929,P0318,4,17.58,food_drink
I000002719,O0000917,P0256,3,474.31,clothing
I000002249,O0000762,P0287,5,160.02,food_drink
I000002361,O0000800,P0194,6,207.47,beauty
I000005428,O0001832,P0223,1,395.73,beauty
I000002795,O0000940,P0149,5,422.47,books
I000004381,O0001493,P0390,3,220.87,electronics
I000003544,O0001205,P0271,2,338.46,toys
I000004833,O0001640,P0017,1,255.7,home_garden
I000001852,O0000628,P0136,6,144.98,sports
I000002474,O0000836,P0289,5,197.95,food_drink
I000001824,O0000620,P0326,7,485.2,home_garden
I000004698,O0001600,P0350,7,257.22,toys
I000004626,O0001571,P0475,1,493.71,electronics
I000000831,O0000288,P0416,4,236.69,food_drink
I000005365,O0001815,P0394,3,56.84,electronics
I000003712,O0001263,P0433,3,385.09,books
I000002179,O0000738,P0026,3,52.18,beauty
I000006090,O_GHOST_10243,P0328,7,495.72,home_garden
I000004550,O0001547,P0108,2,203.11,sports
I000005182,O0001752,P0168,7,189.11,books
I000001546,O0000523,P0321,4,221.06,electronics
I000005194,O0001757,P0046,6,490.93,clothing
I000003015,O0001017,P0300,1,127.46,toys
I000002473,O0000836,P0230,7,201.71,sports
I000001984,O0000671,P0135,8,258.91,sports
I000000697,O0000243,P0176,6,94.4,electronics
I000003270,O0001111,P0046,3,12.73,electronics
I000002626,O0000886,P0409,2,386.54,books
I000000297,O0000104,P0042,3,474.02,clothing
I000002118,O0000715,P0041,5,155.76,beauty
I000001764,O0000600,P0465,8,72.28,home_garden
I000000892,O0000307,P0270,2,390.6,home_garden
I000002886,O0000970,P0015,2,196.92,electronics
I000002091,O0000705,P0281,6,123.75,clothing
I000001684,O0000570,P0307,9,250.54,clothing
I000004363,O0001487,P0353,9,138.76,books
I000001042,O0000359,P0460,7,94.68,clothing
I000003821,O0001299,P0229,2,139.94,electronics
I000003888,O0001326,P0429,9,405.6,books
I000001707,O0000580,P0240,4,116.11,electronics
I000004419,O0001503,P0195,1,317.49,books
I000002137,O0000720,P0368,4,483.24,books
I000001905,O0000645,P0029,6,475.27,clothing
I000002899,O0000975,P0012,1,149.94,sports
I000003365,O0001141,P0175,5,459.61,electronics
I000006075,O_GHOST_73997,P0477,7,116.24,electronics
I000000261,O0000091,P0314,4,253.29,clothing
I000004593,O0001562,P0344,5,30.8,beauty
I000004862,O0001649,P0161,9,226.42,home_garden
I000001278,O0000432,P0416,2,99.78,food_drink
I000003881,O0001324,P0154,3,362.3,sports
I000002271,O0000770,P0364,7,168.1,food_drink
I000000519,O0000181,P0058,3,346.52,toys
I000002259,O0000766,P0061,7,77.73,clothing
I000005377,O0001819,P0425,2,143.46,beauty
I000005311,O0001797,P0038,2,139.29,electronics
I000005260,O0001782,P0216,9,376.06,electronics
I000006167,O_GHOST_62245,P0368,9,11.16,clothing
I000002477,O0000838,P0193,1,447.76,food_drink
I000003740,O0001271,P0313,8,74.3,sports
I000003707,O0001262,P0246,7,203.52,electronics
I000004865,O0001650,P0148,5,407.1,electronics
I000001223,O0000414,P0272,7,336.97,beauty
I000003850,O0001311,P0329,7,484.75,sports
I000004079,O0001390,P0396,9,404.17,home_garden
I000002221,O0000753,P0321,7,202.67,beauty
I000000366,O0000128,P0312,8,318.74,beauty
I000000550,O0000193,P0015,8,276.23,toys
I000003040,O0001028,P0189,3,242.27,clothing
I000002579,O0000868,P0007,5,5.87,beauty
I000000178,O0000065,P0073,7,294.13,sports
I000004961,O0001682,P0295,3,172.58,electronics
I000000293,O0000102,P0265,6,19.28,toys
I000004136,O0001412,P0218,4,17.56,food_drink
I000000445,O0000156,P0222,1,333.69,electronics
I000002699,O0000912,P0333,3,118.35,clothing
I000000972,O0000330,P0135,6,268.53,
I000000555,O0000195,P0471,7,486.31,electronics
I000001498,O0000509,P0196,4,6.85,sports
I000005136,O0001738,P0449,9,220.83,books
I000005858,O0001964,P0271,7,444.18,home_garden
I000003871,O0001321,P0468,3,325.77,electronics
I000000015,O0000007,P0401,6,9.15,
I000004682,O0001592,P0206,3,387.63,beauty
I000004615,O0001568,P0332,9,198.2,electronics
I000004902,O0001661,P0224,5,277.96,books
I000003169,O0001077,P0061,7,183.12,clothing
I000002137,O0000720,P0368,4,483.24,books
I000001349,O0000455,P0053,8,269.27,toys
I000002944,O0000991,P0068,5,3.56,books
I000001987,O0000671,P0227,2,181.35,beauty
I000005532,O0001866,P0474,4,89.86,toys
I000005577,O0001879,P0367,4,340.5,toys
I000001700,O0000578,P0398,6,331.2,beauty
I000000336,O0000117,P0177,1,499.61,food_drink
I000003084,O0001045,P0277,8,382.08,clothing
I000002449,O0000828,P0192,7,242.61,books
I000004174,O0001427,P0356,8,297.0,sports
I000002623,O0000885,P0346,2,79.95,food_drink
I000002217,O0000752,P0203,5,97.55,sports
I000004392,O0001496,P0091,8,400.59,toys
I000005750,O0001934,P0179,4,395.83,books
I000001504,O0000510,P0104,4,419.24,toys
I000002254,O0000765,P0175,3,41.77,toys
I000004962,O0001682,P0330,4,223.47,electronics
I000003525,O0001199,P0191,7,343.28,sports
I000001202,O0000408,P0331,3,229.17,food_drink
I000000612,O0000215,P0136,6,225.58,food_drink
I000001465,O0000497,P0165,2,232.23,toys
I000005119,O0001734,P0243,1,38.31,toys
I000002422,O0000821,P0024,2,150.11,sports
I000005017,O0001700,P0221,6,65.54,food_drink
I000002063,O0000696,P0054,4,23.13,sports
I000001394,O0000470,P0377,2,130.67,clothing
I000003588,O0001220,P0450,2,279.13,toys
I000002286,O0000777,P0091,2,201.01,electronics
I000004667,O0001587,P0180,4,84.42,beauty
I000000151,O0000056,P0324,9,397.31,electronics
I000004845,O0001643,P0327,4,275.0,home_garden
I000004339,O0001481,P0155,4,295.21,beauty
I000000319,O0000111,P0354,8,337.96,books
I000001956,O0000664,P0360,2,192.85,home_garden
I000004462,O0001517,P0357,5,218.16,beauty
I000004860,O0001648,P0420,6,290.21,clothing
I000002087,O0000704,P0067,8,481.09,beauty
I000004755,O0001615,P0479,4,171.68,clothing
I000000859,O0000298,P0064,5,440.22,beauty
I000003915,O0001335,P0126,2,119.25,clothing
I000002585,O0000871,P0346,1,399.69,clothing
I000004915,O0001664,P0069,2,313.02,electronics
I000003133,O0001064,P0452,8,102.48,beauty
I000003306,O0001123,P0377,5,189.31,home_garden
I000004050,O0001383,P0051,2,408.32,books
I000003971,O0001356,P0482,3,456.82,books
I000002228,O0000755,P0381,3,172.12,books
I000001347,O0000455,P0196,1,484.96,sports
I000001534,O0000520,P0391,9,406.91,home_garden
I000005025,O0001703,P0431,9,345.38,food_drink
I000001466,O0000497,P0413,7,473.65,electronics
I000003343,O0001133,P0112,7,453.95,home_garden
I000000185,O0000066,P0310,3,51.59,home_garden
I000000320,O0000111,P0170,8,280.06,electronics
I000003806,O0001294,P0074,5,476.12,clothing
I000004253,O0001452,P0433,3,299.2,toys
I000000670,O0000233,P0267,9,337.83,food_drink
I000000896,O0000308,P0244,6,26.84,toys
I000001029,O0000352,P0021,2,98.23,books
I000000911,O0000313,P0081,1,266.54,toys
I000000023,O0000012,P0494,1,281.44,books
I000004276,O0001461,P0467,2,448.28,beauty
I000004507,O0001532,P0168,6,225.95,home_garden
I000002248,O0000762,P0006,5,105.49,toys
I000004750,O0001613,P0360,9,227.3,books
I000003038,O0001026,P0329,2,218.37,books
I000005541,O0001868,P0350,3,366.99,clothing
I000000774,O0000268,P0403,9,56.02,
I000001210,O0000410,P0120,5,367.28,food_drink
I000005628,O0001895,P0454,7,168.75,toys
I000002875,O0000967,P0287,8,235.69,books
I000004006,O0001368,P0472,1,165.31,toys
I000002536,O0000855,P0016,6,412.31,toys
I000002984,O0001003,P0195,1,301.99,
I000006097,O_GHOST_20880,P0494,3,336.81,food_drink
I000000998,O0000342,P0396,9,31.31,electronics
I000000793,O0000275,P0470,9,166.32,home_garden
I000002324,O0000787,P0341,8,124.76,books
I000005181,O0001752,P0457,7,364.49,electronics
I000004019,O0001371,P0014,9,4.0,books
I000002376,O0000806,P0456,9,484.23,clothing
I000005959,O0001996,P0123,3,371.45,sports
I000002186,O0000741,P0041,6,340.54,books
I000005293,O0001790,P0192,3,84.78,beauty
I000002267,O0000769,P0394,7,67.0,home_garden
I000005316,O0001798,P0091,4,121.38,toys
I000004687,O0001595,P0459,4,475.33,books
I000003569,O0001214,P0257,7,453.93,food_drink
I000005609,O0001889,P0275,4,91.77,books
I000003592,O0001221,P0303,2,50.09,sports
I000005820,O0001954,P0199,2,135.71,toys
I000000358,O0000125,P0477,3,450.81,food_drink
I000000232,O0000082,P0409,5,379.82,food_drink
I000004764,O0001617,P0047,9,6.57,clothing
I000001553,O0000526,P0023,9,122.09,home_garden
I000002783,O0000937,P0213,3,448.79,sports
I000004482,O0001523,P0420,8,465.99,clothing
I000003400,O0001149,P0427,5,64.85,beauty
I000001108,O0000378,P0211,1,392.98,books
I000004423,O0001504,P0240,4,64.66,beauty
I000003662,O0001247,P0358,1,84.76,clothing
I000002725,O0000919,P0218,2,71.87,toys
I000005655,O0001905,P0323,1,291.04,food_drink
I000001879,O0000637,P0482,4,440.99,beauty
I000004629,O0001572,P0107,8,206.45,sports
I000001523,O0000516,P0006,6,53.95,clothing
I000002590,O0000873,P0464,4,32.98,toys
I000005224,O0001768,P0055,5,177.14,home_garden
I000001701,O0000578,P0482,5,201.5,electronics
I000000778,O0000269,P0017,1,314.06,sports
I000004458,O0001516,P0259,1,328.15,toys
I000005153,O0001743,P0077,5,170.19,clothing
I000005239,O0001773,P0362,8,42.76,electronics
I000001443,O0000490,P0352,6,430.54,books
I000005275,O0001785,P0433,7,26.0,electronics
I000001928,O0000653,P0377,4,117.92,toys
I000001851,O0000628,P0080,9,146.14,food_drink
I000004173,O0001426,P0153,1,248.17,food_drink
I000001428,O0000484,P0408,9,224.36,books
I000004559,O0001550,P0335,8,339.8,beauty
I000004403,O0001499,P0199,2,333.3,food_drink
I000004419,O0001503,P0195,1,317.49,books
I000005603,O0001887,P0313,2,58.18,home_garden
I000004555,O0001549,P0303,3,359.38,sports
I000004165,O0001423,P0044,1,216.66,toys
I000004301,O0001469,P0299,8,261.4,toys
I000001070,O0000368,P0317,9,375.62,sports
I000001621,O0000550,P0094,1,142.61,home_garden
I000004783,O0001623,P0214,3,353.15,food_drink
I000006128,O_GHOST_15251,P0353,5,105.5,beauty
I000003923,O0001340,P0123,6,216.13,home_garden
I000001022,O0000351,P0455,8,394.38,sports
I000003204,O0001091,P0140,1,97.26,home_garden
I000004347,O0001483,P0260,7,99.07,books
I000006126,O_GHOST_39751,P0314,9,239.58,books
I000005628,O0001895,P0454,7,168.75,toys
I000001954,O0000663,P0344,9,288.79,food_drink
I000005957,O0001996,P0190,4,404.18,beauty
I000003798,O0001291,P0443,1,30.87,home_garden
I000001246,O0000420,P0183,4,198.0,beauty
I000005502,O0001855,P0420,8,404.02,food_drink
I000003153,O0001071,P0285,4,274.97,toys
I000005549,O0001872,P0403,9,494.11,home_garden
I000001158,O0000393,P0478,6,103.59,beauty
I000000927,O0000316,P0187,5,405.45,clothing
I000001163,O0000394,P0392,1,127.34,food_drink
I000000747,O0000260,P0414,1,209.11,sports
I000003763,O0001280,P0414,4,249.85,sports
I000005462,O0001842,P0106,3,348.98,home_garden
I000001259,O0000424,P0138,9,315.63,books
I000001612,O0000547,P0031,3,75.13,books
I000000325,O0000114,P0425,7,31.33,clothing
I000001865,O0000632,P0343,2,45.52,books
I000002705,O0000913,P0480,8,17.34,sports
I000004101,O0001399,P0433,7,268.38,food_drink
I000006076,O_GHOST_77721,P0316,8,467.07,food_drink
I000003682,O0001252,P0359,6,260.11,beauty
I000002794,O0000940,P0131,8,259.49,books
I000000361,O0000126,P0237,6,106.81,food_drink
I000001252,O0000422,P0288,1,409.72,toys
I000004014,O0001370,P0475,2,19.54,beauty
I000003811,O0001295,P0255,1,474.55,
I000004955,O0001680,P0338,4,184.25,food_drink
I000002004,O0000678,P0016,7,488.99,toys
I000006124,O_GHOST_06810,P0321,5,244.71,home_garden
I000002743,O0000924,P0099,6,236.84,food_drink
I000002924,O0000985,P0027,1,444.95,sports
I000000233,O0000082,P0052,9,250.29,books
I000001258,O0000424,P0223,3,323.85,sports
I000005680,O0001915,P0041,1,169.55,home_garden
I000005818,O0001953,P0015,1,260.47,sports
I000002166,O0000732,P0003,3,83.25,books
I000001110,O0000379,P0006,4,426.39,home_garden
I000000326,O0000114,P0289,2,117.39,
I000005288,O0001789,P0446,3,352.52,
I000003556,O0001209,P0193,5,53.52,electronics
I000005774,O0001940,P0482,6,377.31,books
I000001462,O0000496,P0246,2,151.44,food_drink
I000000975,O0000331,P0380,1,403.01,clothing
I000005604,O0001887,P0261,8,307.04,beauty
I000006023,O_GHOST_34336,P0092,4,441.61,toys
I000000695,O0000242,P0406,7,3.47,toys
I000006078,O_GHOST_86911,P0182,6,352.52,electronics
I000001166,O0000397,P0483,3,169.56,sports
I000000312,O0000108,P0458,6,490.78,books
I000005793,O0001947,P0153,3,192.81,food_drink
I000000716,O0000249,P0009,7,114.54,clothing
I000004924,O0001667,P0304,9,130.41,home_garden
I000002557,O0000862,P0398,6,218.74,food_drink
I000000583,O0000203,P0448,7,130.92,clothing
I000005198,O0001758,P0463,2,220.25,toys
I000000897,O0000308,P0243,8,395.25,food_drink
I000000771,O0000267,P0379,1,379.21,sports
I000005398,O0001825,P0189,9,145.7,books
I000003803,O0001292,P0057,2,270.71,home_garden
I000005298,O0001792,P0297,5,460.94,food_drink
I000002777,O0000934,P0377,9,473.38,food_drink
I000003599,O0001223,P0293,7,488.45,beauty
I000002402,O0000814,P0314,2,38.87,beauty
I000005186,O0001753,P0040,7,227.03,home_garden
I000002113,O0000712,P0146,2,304.39,electronics
I000003672,O0001250,P0457,8,262.0,books
I000003859,O0001313,P0480,6,421.37,food_drink
I000005470,O0001845,P0431,9,158.02,beauty
I000001166,O0000397,P0483,3,169.56,sports
I000006111,O_GHOST_18758,P0434,7,465.97,clothing
I000001956,O0000664,P0360,2,192.85,home_garden
I000000462,O0000164,P0422,4,449.51,electronics
I000005255,O0001779,P0435,5,405.1,beauty
I000002549,O0000859,P0260,6,116.02,books
I000001762,O0000599,P0093,7,65.65,food_drink
I000000735,O0000257,P0179,7,360.14,home_garden
I000003991,O0001363,P0491,6,68.24,toys
I000006013,O_GHOST_71004,P0288,5,453.26,clothing
I000005143,O0001740,P0110,4,271.04,toys
I000000810,O0000281,P0007,1,489.32,beauty
I000003730,O0001268,P0482,4,36.06,books
I000004176,O0001427,P0087,7,375.09,home_garden
I000004156,O0001418,P0009,9,334.64,home_garden
I000000614,O0000215,P0064,3,139.72,books
I000005658,O0001907,P0117,6,186.64,clothing
I000003491,O0001182,P0437,8,133.74,beauty
I000003628,O0001233,P0171,7,165.84,books
I000001189,O0000404,P0431,5,191.39,books
I000003848,O0001309,P0016,2,190.8,clothing
I000001563,O0000531,P0438,7,260.5,beauty
I000001195,O0000407,P0242,2,382.28,food_drink
I000005460,O0001841,P0453,4,85.64,toys
I000001549,O0000524,P0448,3,180.66,sports
I000001303,O0000440,P0062,7,59.07,home_garden
I000004209,O0001438,P0244,3,276.55,home_garden
I000001610,O0000546,P0321,5,186.01,food_drink
I000002466,O0000834,P0345,4,273.16,clothing
I000006191,O_GHOST_12052,P0098,7,486.96,electronics
I000003349,O0001135,P0002,7,480.22,food_drink
I000002504,O0000846,P0133,6,29.02,books
I000000656,O0000230,P0491,1,43.94,electronics
I000004672,O0001589,P0466,2,406.21,toys
I000002418,O0000820,P0108,4,35.28,clothing
I000000085,O0000034,P0439,9,332.8,electronics
I000001549,O0000524,P0448,3,180.66,sports
I000003567,O0001213,P0313,5,224.82,clothing
I000002298,O0000780,P0218,2,307.98,sports
I000004992,O0001692,P0137,2,330.9,sports
I000001570,O0000534,P0045,8,411.03,sports
I000004919,O0001665,P0250,6,369.39,electronics
I000000247,O0000087,P0324,3,460.76,electronics
I000006166,O_GHOST_33763,P0295,6,28.8,toys
I000002848,O0000957,P0177,2,442.08,food_drink
I000005125,O0001736,P0055,2,352.46,beauty
I000000042,O0000017,P0245,5,493.44,books
I000004557,O0001549,P0067,9,157.64,toys
I000004785,O0001623,P0059,2,86.39,home_garden
I000000971,O0000330,P0003,9,127.61,electronics
I000005063,O0001717,P0474,5,106.9,home_garden
I000000816,O0000283,P0041,6,19.55,beauty
I000001018,O0000350,P0201,9,288.64,toys
I000000499,O0000176,P0045,4,342.23,beauty
I000005371,O0001817,P0326,2,338.8,sports
I000004259,O0001455,P0112,8,176.31,books
I000003403,O0001150,P0110,1,378.09,electronics
I000003543,O0001205,P0131,2,17.04,clothing
I000002273,O0000771,P0054,3,146.13,books
I000005121,O0001735,P0498,1,469.69,sports
I000001990,O0000672,P0387,6,154.56,sports
I000001642,O0000556,P0205,6,278.34,electronics
I000003063,O0001037,P0436,6,423.06,books
I000002609,O0000880,P0121,3,186.72,home_garden
I000004767,O0001619,P0460,9,346.4,beauty
I000006130,O_GHOST_85603,P0061,9,311.98,toys
I000004947,O0001677,P0156,5,231.16,toys
I000001438,O0000488,P0359,7,133.72,clothing
I000005735,O0001930,P0024,5,205.26,beauty
I000002428,O0000823,P0289,4,114.84,beauty
I000005458,O0001841,P0283,5,448.14,beauty
I000003769,O0001281,P0282,1,131.46,clothing
I000003098,O0001050,P0040,4,264.19,sports
I000001920,O0000650,P0279,2,187.33,food_drink
I000000112,O0000042,P0441,1,238.25,toys
I000001445,O0000491,P0237,3,487.71,books
I000003782,O0001287,P0398,7,473.07,clothing
I000001681,O0000569,P0461,4,241.67,toys
I000000292,O0000102,P0190,7,170.0,food_drink
I000005504,O0001856,P0283,5,111.69,books
I000002022,O0000683,P0172,5,338.86,beauty
I000004765,O0001617,P0285,1,108.94,food_drink
I000001608,O0000545,P0291,3,427.26,sports
I000003833,O0001305,P0299,2,71.79,electronics
I000000408,O0000145,P0295,7,375.31,beauty
I000002822,O0000948,P0388,5,105.43,sports
I000001614,O0000547,P0393,9,123.92,home_garden
I000000870,O0000302,P0057,3,66.2,food_drink
I000000064,O0000028,P0117,5,36.51,electronics
I000004484,O0001524,P0320,8,154.24,home_garden
I000006004,O_GHOST_85111,P0311,9,228.06,home_garden
I000004542,O0001545,P0490,8,456.51,books
I000002294,O0000779,P0027,5,116.19,toys
I000003688,O0001254,P0455,5,155.63,sports
I000002330,O0000789,P0137,7,400.13,clothing
I000005795,O0001948,P0043,7,24.64,sports
I000003547,O0001206,P0254,2,114.42,beauty
I000004760,O0001616,P0300,8,92.51,sports
I000003862,O0001315,P0379,6,71.39,books
I000003011,O0001016,P0274,6,466.82,toys
I000000823,O0000287,P0452,9,307.28,beauty
I000005037,O0001708,P0190,1,58.03,sports
I000004529,O0001539,P0381,8,162.82,electronics
I000004134,O0001410,P0439,1,270.56,electronics
I000001532,O0000519,P0482,2,73.12,home_garden
I000002758,O0000928,P0288,9,162.4,clothing
I000005216,O0001765,P0234,2,447.11,clothing
I000005633,O0001896,P0244,7,440.05,toys
I000003834,O0001305,P0137,2,153.15,home_garden
I000003586,O0001220,P0223,3,263.43,sports
I000001346,O0000455,P0169,1,379.93,home_garden
I000001542,O0000523,P0110,6,495.6,food_drink
I000003559,O0001210,P0208,4,315.09,books
I000005083,O0001723,P0336,5,297.09,beauty
I000004899,O0001660,P0105,4,15.97,home_garden
I000005053,O0001714,P0019,8,460.54,clothing
I000004564,O0001552,P0135,3,293.01,beauty
I000003107,O0001053,P0128,7,426.28,clothing
I000002129,O0000717,P0339,6,256.75,food_drink
I000006042,O_GHOST_05255,P0047,3,201.3,food_drink
I000000049,O0000022,P0354,6,120.04,food_drink
I000000817,O0000284,P0128,7,57.55,clothing
I000000800,O0000277,P0186,6,339.29,home_garden
I000000517,O0000181,P0004,6,223.02,toys
I000002715,O0000916,P0372,5,270.66,beauty
I000001378,O0000466,P0423,9,196.82,beauty
I000004081,O0001391,P0339,9,475.5,clothing
I000000250,O0000088,P0114,6,12.43,electronics
I000001282,O0000434,P0421,3,291.33,sports
I000000404,O0000143,P0383,9,488.65,electronics
I000001910,O0000647,P0383,5,320.73,home_garden
I000000008,O0000003,P0252,3,475.6,home_garden
I000002985,O0001004,P0138,9,316.8,home_garden
I000000370,O0000129,P0318,3,414.13,sports
I000000628,O0000219,P0489,3,460.93,food_drink
I000005334,O0001806,P0163,1,485.43,clothing
I000005105,O0001729,P0362,4,417.82,electronics
I000003179,O0001082,P0011,9,57.73,home_garden
I000002905,O0000977,P0055,6,406.3,toys
I000006048,O_GHOST_86758,P0351,5,219.34,toys
I000002125,O0000716,P0331,3,148.91,toys
I000004324,O0001476,P0011,5,371.05,books
I000003207,O0001092,P0369,3,431.17,books
I000004268,O0001457,P0130,6,310.53,electronics
I000005696,O0001920,P0313,5,444.21,toys
I000003224,O0001096,P0186,7,481.57,beauty
I000004567,O0001553,P0040,4,393.88,electronics
I000004660,O0001585,P0289,4,399.98,sports
I000003860,O0001313,P0256,8,193.74,food_drink
I000000419,O0000148,P0068,7,264.11,books
I000002535,O0000855,P0341,4,98.6,sports
I000002809,O0000945,P0465,5,372.17,food_drink
I000001971,O0000668,P0042,5,76.47,home_garden
I000004372,O0001491,P0031,9,397.85,clothing
I000003104,O0001052,P0245,2,64.95,food_drink
I000000820,O0000286,P0161,6,277.89,food_drink
I000006153,O_GHOST_84280,P0110,2,281.25,food_drink
I000003009,O0001015,P0443,6,475.38,toys
I000001845,O0000626,P0013,1,250.08,beauty
I000006206,O_GHOST_72670,P0098,1,311.57,toys
I000003195,O0001088,P0274,8,362.83,electronics
I000005333,O0001806,P0475,2,143.99,beauty
I000000046,O0000020,P0067,3,317.15,home_garden
I000001501,O0000510,P0318,9,356.99,toys
I000003977,O0001358,P0077,7,61.64,books
I000001358,O0000460,P0029,6,353.28,toys
I000002821,O0000948,P0191,6,116.99,sports
I000003398,O0001149,P0041,7,47.84,clothing
I000002712,O0000915,P0262,6,475.47,
I000003005,O0001013,P0461,6,461.35,books
I000004512,O0001533,P0132,2,200.65,electronics
I000002111,O0000712,P0270,1,437.47,beauty
I000003357,O0001139,P0177,4,413.3,beauty
I000002283,O0000777,P0354,3,337.86,beauty
I000000609,O0000214,P0394,4,288.45,sports
I000004107,O0001400,P0487,1,149.86,electronics
I000000318,O0000110,P0014,8,386.64,toys
I000001724,O0000586,P0402,9,222.38,beauty
I000000353,O0000123,P0141,2,253.57,food_drink
I000003694,O0001257,P0224,7,427.95,books
I000001483,O0000502,P0202,6,79.52,books
I000002687,O0000908,P0198,6,186.16,books
I000002150,O0000724,P0335,3,243.75,beauty
I000002755,O0000927,P0246,9,313.14,electronics
I000003520,O0001196,P0162,2,298.25,sports
I000005693,O0001920,P0071,2,352.96,beauty
I000004913,O0001664,P0489,5,416.83,clothing
I000002577,O0000867,P0226,3,331.75,sports
I000000916,O0000314,P0201,4,448.88,books
I000004894,O0001658,P0454,1,384.41,clothing
I000002358,O0000798,P0132,7,366.94,beauty
I000004705,O0001601,P0402,6,357.27,clothing
I000001635,O0000555,P0486,4,282.51,food_drink
I000005753,O0001935,P0037,6,102.57,home_garden
I000005464,O0001843,P0195,2,110.18,beauty
I000005389,O0001823,P0243,9,261.96,food_drink
I000001522,O0000516,P0177,8,12.58,toys
I000001457,O0000495,P0287,9,61.09,home_garden
I000006134,O_GHOST_10677,P0057,1,31.03,home_garden
I000004295,O0001467,P0092,7,71.01,home_garden
I000002528,O0000853,P0205,3,185.94,clothing
I000001692,O0000573,P0011,6,24.26,toys
I000000271,O0000095,P0019,9,100.74,beauty
I000002457,O0000831,P0260,3,281.78,electronics
I000005882,O0001971,P0235,2,380.03,clothing
I000003818,O0001298,P0414,5,11.91,toys
I000000033,O0000014,P0359,7,57.99,books
I000003409,O0001151,P0246,1,133.67,beauty
I000001113,O0000379,P0207,9,325.33,food_drink
I000001449,O0000492,P0029,9,262.99,food_drink
I000003606,O0001225,P0101,3,418.66,clothing
I000001904,O0000644,P0396,9,104.76,electronics
I000005449,O0001838,P0143,4,254.57,electronics
I000005074,O0001720,P0434,8,107.89,
I000004544,O0001545,P0206,6,378.3,sports
I000000417,O0000147,P0324,2,272.85,clothing
I000003042,O0001029,P0347,1,67.55,food_drink
I000002826,O0000949,P0284,2,235.24,food_drink
I000005210,O0001763,P0449,8,153.07,beauty
I000001446,O0000491,P0344,7,216.51,toys
I000002735,O0000921,P0232,7,451.15,clothing
I000004369,O0001490,P0263,8,289.79,electronics
I000004852,O0001645,P0460,8,499.44,home_garden
I000000651,O0000228,P0013,7,379.99,food_drink
I000003852,O0001311,P0028,2,232.77,electronics
I000005824,O0001955,P0119,5,96.33,electronics
I000000024,O0000012,P0413,2,35.18,sports
I000004759,O0001616,P0472,5,422.29,toys
I000000270,O0000094,P0027,5,405.54,toys
I000002033,O0000685,P0308,9,96.01,sports
I000004305,O0001470,P0116,6,201.89,home_garden
I000000742,O0000258,P0205,5,435.89,home_garden
I000004007,O0001369,P0418,7,340.35,electronics
I000000668,O0000233,P0151,7,453.68,clothing
I000005796,O0001948,P0374,6,483.33,toys
I000003465,O0001172,P0025,5,490.83,clothing
I000005196,O0001757,P0350,5,414.02,beauty
I000003878,O0001323,P0414,4,262.28,food_drink
I000000887,O0000306,P0262,2,227.34,electronics
I000002387,O0000809,P0358,4,127.61,home_garden
I000000088,O0000036,P0335,9,255.67,electronics
I000004377,O0001493,P0034,8,408.73,sports
I000003427,O0001158,P0408,7,186.58,sports
I000003157,O0001073,P0105,1,106.5,food_drink
I000005312,O0001797,P0098,9,267.71,home_garden
I000005649,O0001903,P0363,6,43.48,clothing
I000004815,O0001634,P0252,1,190.21,clothing
I000005857,O0001963,P0493,3,319.94,clothing
I000004822,O0001637,P0166,4,225.73,electronics
I000003286,O0001117,P0030,4,272.89,sports
I000004009,O0001369,P0011,3,492.88,beauty
I000001607,O0000545,P0368,2,265.02,sports
I000005089,O0001725,P0365,7,493.96,electronics
I000001774,O0000604,P0330,1,118.36,clothing
I000003799,O0001291,P0264,3,75.0,books
I000003804,O0001292,P0242,7,64.54,clothing
I000001067,O0000367,P0087,8,458.28,clothing
I000002400,O0000814,P0034,1,129.52,beauty
I000003200,O0001090,P0310,3,328.49,beauty
I000005407,O0001827,P0014,6,305.64,books
I000004213,O0001439,P0392,8,446.64,food_drink
I000005840,O0001959,P0265,1,441.09,clothing
I000003861,O0001314,P0267,1,121.96,clothing
I000006067,O_GHOST_11557,P0010,6,235.7,beauty
I000003927,O0001341,P0112,2,346.38,clothing
I000002032,O0000685,P0445,1,23.89,books
I000000986,O0000338,P0364,5,42.37,clothing
I000005070,O0001719,P0467,4,285.01,food_drink
